icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
2151,54903,naxn,Na,250,"Hossain WA, Antic SD, Yang Y, Rasband MN, Morest DK",Where is the spike generator of the cochlear nerve? Voltage-gated sodium channels in the mouse cochlea.,2005,16033895,89
2153,55035,hd,IH,251,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,2005,16293591,69
2154,55035,kad,K,251,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,2005,16293591,69
2155,55035,kap,K,251,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,2005,16293591,69
2156,55035,kdr,K,251,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,2005,16293591,69
2158,55035,nax,Na,251,"Migliore M, Ferrante M, Ascoli GA",Signal propagation in oblique dendrites of CA1 pyramidal cells.,2005,16293591,69
2160,62266,B_A,K,252,"Safronov BV, Wolff M, Vogel W",Excitability of the soma in central nervous system neurons.,2000,10827978,15
2161,62266,B_DR,K,252,"Safronov BV, Wolff M, Vogel W",Excitability of the soma in central nervous system neurons.,2000,10827978,15
2162,62266,B_Na,Na,252,"Safronov BV, Wolff M, Vogel W",Excitability of the soma in central nervous system neurons.,2000,10827978,15
2163,62284,B_A,K,253,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,2004,15235088,57
2164,62284,B_DR,K,253,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,2004,15235088,57
2165,62284,B_Na,Na,253,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,2004,15235088,57
2166,62284,KDR,K,253,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,2004,15235088,57
2167,62284,KDRI,K,253,"Melnick IV, Santos SF, Safronov BV",Mechanism of spike frequency adaptation in substantia gelatinosa neurones of rat.,2004,15235088,57
2169,62285,B_A,K,254,"Melnick IV, Santos SF, Szokol K, Szucs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,2004,14523064,62
2170,62285,B_DR,K,254,"Melnick IV, Santos SF, Szokol K, Szucs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,2004,14523064,62
2171,62285,B_Na,Na,254,"Melnick IV, Santos SF, Szokol K, Szucs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,2004,14523064,62
2172,62285,KDR,K,254,"Melnick IV, Santos SF, Szokol K, Szucs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,2004,14523064,62
2173,62285,KDRI,K,254,"Melnick IV, Santos SF, Szokol K, Szucs P, Safronov BV",Ionic basis of tonic firing in spinal substantia gelatinosa neurons of rat.,2004,14523064,62
2175,62673,kder_sej,K,255,"Baranauskas G, Martina M",Sodium currents activate without a Hodgkin-and-Huxley-type delay in central mammalian neurons.,2006,16407565,56
2178,64195,ca,Ca,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2179,64195,it2,Ca,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2182,64195,ih,IH,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2183,64195,kap,K,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2185,64195,km,K,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2186,64195,kv,K,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2187,64195,na,Na,256,"Kole MH, Hallermann S, Stuart GJ","Single Ih channels in pyramidal neuron dendrites: properties, distribution, and impact on action potential output.",2006,16467515,165
2191,64212,kdr,K,257,"Shimazaki R, Boccaccio A, Mazzatenta A, Pinato G, Migliore M, Menini A",Electrophysiological properties and modeling of murine vomeronasal sensory neurons in acute slice preparations.,2006,16547196,21
2192,64212,navn,Na,257,"Shimazaki R, Boccaccio A, Mazzatenta A, Pinato G, Migliore M, Menini A",Electrophysiological properties and modeling of murine vomeronasal sensory neurons in acute slice preparations.,2006,16547196,21
2194,64216,Kv,K,258,"Kourennyi DE, Liu XD, Hart J, Mahmud F, Baldridge WH, Barnes S",Reciprocal modulation of calcium dynamics at rod and cone photoreceptor synapses by nitric oxide.,2004,14985410,33
2195,64216,h,IH,258,"Kourennyi DE, Liu XD, Hart J, Mahmud F, Baldridge WH, Barnes S",Reciprocal modulation of calcium dynamics at rod and cone photoreceptor synapses by nitric oxide.,2004,14985410,33
2196,64228,Ca,Ca,259,"Liu XD, Kourennyi DE",Effects of tetraethylammonium on Kx channels and simulated light response in rod photoreceptors.,2004,15535060,13
2203,64228,Kv,K,259,"Liu XD, Kourennyi DE",Effects of tetraethylammonium on Kx channels and simulated light response in rod photoreceptors.,2004,15535060,13
2204,64228,Kx,K,259,"Liu XD, Kourennyi DE",Effects of tetraethylammonium on Kx channels and simulated light response in rod photoreceptors.,2004,15535060,13
2206,64228,h,IH,259,"Liu XD, Kourennyi DE",Effects of tetraethylammonium on Kx channels and simulated light response in rod photoreceptors.,2004,15535060,13
2209,64229,cagk,KCa,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2215,64229,lca,Ca,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2230,64229,cat,Ca,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2242,64229,borgka,K,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2243,64229,kM,K,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2250,64229,kca,KCa,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2263,64229,lcafixed,Ca,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2271,64229,nafast,Na,260,"Migliore M, Cannia C, Lytton WW, Markram H, Hines ML",Parallel network simulations with NEURON.,2006,16732488,135
2293,64296,Ih,IH,263,"Golomb D, Yue C, Yaari Y",Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study.,2006,16807352,91
2295,64296,kA,K,263,"Golomb D, Yue C, Yaari Y",Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study.,2006,16807352,91
2297,64296,kca3,KCa,263,"Golomb D, Yue C, Yaari Y",Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study.,2006,16807352,91
2300,64296,lcafixed,Ca,263,"Golomb D, Yue C, Yaari Y",Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study.,2006,16807352,91
2301,64296,nafast,Na,263,"Golomb D, Yue C, Yaari Y",Contribution of persistent Na+ current and M-type K+ current to somatic bursting in CA1 pyramidal cells: combined experimental and modeling study.,2006,16807352,91
2309,71312,hd,IH,266,"Li X, Ascoli GA",Effects of synaptic synchrony on the neuronal input-output relationship.,2008,18254692,7
2310,71312,kad,K,266,"Li X, Ascoli GA",Effects of synaptic synchrony on the neuronal input-output relationship.,2008,18254692,7
2311,71312,kap,K,266,"Li X, Ascoli GA",Effects of synaptic synchrony on the neuronal input-output relationship.,2008,18254692,7
2312,71312,kdr,K,266,"Li X, Ascoli GA",Effects of synaptic synchrony on the neuronal input-output relationship.,2008,18254692,7
2314,71312,nax,Na,266,"Li X, Ascoli GA",Effects of synaptic synchrony on the neuronal input-output relationship.,2008,18254692,7
2315,7386,kad,K,267,"Watanabe S, Hoffman DA, Migliore M, Johnston D",Dendritic K+ channels contribute to spike-timing dependent long-term potentiation in hippocampal pyramidal neurons.,2002,12048251,233
2316,7386,kap,K,267,"Watanabe S, Hoffman DA, Migliore M, Johnston D",Dendritic K+ channels contribute to spike-timing dependent long-term potentiation in hippocampal pyramidal neurons.,2002,12048251,233
2317,7386,kdr,K,267,"Watanabe S, Hoffman DA, Migliore M, Johnston D",Dendritic K+ channels contribute to spike-timing dependent long-term potentiation in hippocampal pyramidal neurons.,2002,12048251,233
2319,7386,nax,Na,267,"Watanabe S, Hoffman DA, Migliore M, Johnston D",Dendritic K+ channels contribute to spike-timing dependent long-term potentiation in hippocampal pyramidal neurons.,2002,12048251,233
2344,74298,Ih,IH,270,"Gillies A, Willshaw D",Membrane channel interactions underlying rat subthalamic projection neuron rhythmic and bursting activity.,2006,16148272,35
2345,74298,KDR,K,270,"Gillies A, Willshaw D",Membrane channel interactions underlying rat subthalamic projection neuron rhythmic and bursting activity.,2006,16148272,35
2346,74298,Kv31,K,270,"Gillies A, Willshaw D",Membrane channel interactions underlying rat subthalamic projection neuron rhythmic and bursting activity.,2006,16148272,35
2347,74298,Na,Na,270,"Gillies A, Willshaw D",Membrane channel interactions underlying rat subthalamic projection neuron rhythmic and bursting activity.,2006,16148272,35
2352,7659,hd,IH,271,"Migliore M, Shepherd GM",Emerging rules for the distributions of active dendritic conductances.,2002,11988775,271
2363,80769,Ih,IH,274,"Akemann W, Knopfel T",Interaction of Kv3 potassium channels and resurgent sodium current influences the rate of spontaneous firing of Purkinje neurons.,2006,16641240,84
2365,80769,Kv1,K,274,"Akemann W, Knopfel T",Interaction of Kv3 potassium channels and resurgent sodium current influences the rate of spontaneous firing of Purkinje neurons.,2006,16641240,84
2366,80769,Kv4,K,274,"Akemann W, Knopfel T",Interaction of Kv3 potassium channels and resurgent sodium current influences the rate of spontaneous firing of Purkinje neurons.,2006,16641240,84
2371,8115,ikdT,K,275,"Destexhe A, Rudolph M, Fellous JM, Sejnowski TJ",Fluctuating synaptic conductances recreate in vivo-like activity in neocortical neurons.,2001,11744242,511
2372,8115,imZ,K,275,"Destexhe A, Rudolph M, Fellous JM, Sejnowski TJ",Fluctuating synaptic conductances recreate in vivo-like activity in neocortical neurons.,2001,11744242,511
2373,8115,inaT,Na,275,"Destexhe A, Rudolph M, Fellous JM, Sejnowski TJ",Fluctuating synaptic conductances recreate in vivo-like activity in neocortical neurons.,2001,11744242,511
2374,8210,kd3,K,276,"Mainen ZF, Joerges J, Huguenard JR, Sejnowski TJ",A model of spike initiation in neocortical pyramidal neurons.,1995,8845165,375
2375,8210,na3,Na,276,"Mainen ZF, Joerges J, Huguenard JR, Sejnowski TJ",A model of spike initiation in neocortical pyramidal neurons.,1995,8845165,375
2376,82364,hd,IH,277,"van Welie I, Remme MW, van Hooft JA, Wadman WJ",Different levels of Ih determine distinct temporal integration in bursting and regular-spiking neurons in rat subiculum.,2006,16809363,39
2377,82784,HVA,Ca,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2378,82784,Kc,KCa,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2379,82784,Kdr,K,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2380,82784,KdrIN,K,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2381,82784,Ks,K,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2382,82784,Naf,Na,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2383,82784,NafIN,Na,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2384,82784,Nap,Na,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2385,82784,NapDA,Na,278,"Durstewitz D, Gabriel T",Dynamical basis of irregular spiking in NMDA-driven prefrontal cortex neurons.,2007,16740581,46
2393,82849,Hva,Ca,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2394,82849,iC,KCa,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2395,82849,IKs,K,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2396,82849,kdr,K,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2398,82849,Naf,Na,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2399,82849,Nap,Na,279,"Durstewitz D, Seamans JK, Sejnowski TJ",Dopamine-mediated stabilization of delay-period activity in a network model of prefrontal cortex.,2000,10712493,494
2409,83523,kfast,K,283,"Korngreen A, Kaiser KM, Zilberter Y",Subthreshold inactivation of voltage-gated K+ channels modulates action potentials in neocortical bitufted interneurones from rats.,2005,15539396,15
2410,83523,kv,K,283,"Korngreen A, Kaiser KM, Zilberter Y",Subthreshold inactivation of voltage-gated K+ channels modulates action potentials in neocortical bitufted interneurones from rats.,2005,15539396,15
2423,83590,hhin,K,285,"Arsiero M, Luscher HR, Lundstrom BN, Giugliano M",The impact of input fluctuations on the frequency-current relationships of layer 5 pyramidal neurons in the rat medial prefrontal cortex.,2007,17376988,78
2454,85112,kf,K,292,Baker MD,"Protein kinase C mediates up-regulation of tetrodotoxin-resistant, persistent Na+ current in rat and mouse sensory neurones.",2005,16002450,81
2455,85112,ks,K,292,Baker MD,"Protein kinase C mediates up-regulation of tetrodotoxin-resistant, persistent Na+ current in rat and mouse sensory neurones.",2005,16002450,81
2457,85112,nattxs,Na,292,Baker MD,"Protein kinase C mediates up-regulation of tetrodotoxin-resistant, persistent Na+ current in rat and mouse sensory neurones.",2005,16002450,81
2458,85112,nav1p8,Na,292,Baker MD,"Protein kinase C mediates up-regulation of tetrodotoxin-resistant, persistent Na+ current in rat and mouse sensory neurones.",2005,16002450,81
